customer_id,customer_name,email,phone,city,state,pincode,signup_date,signup_channel,customer_segment,is_active
CST0572,Arya Raman,suhanishukla@example.com,+913787271501,Meerut,Madhya Pradesh,030366,2025-04-19,social,Regular,True
CST0573,Kala Chaudhari,btrivedi@example.org,+915046854791,Dehri,Arunachal Pradesh,483561,2025-01-03,organic,Premium,True
CST0574,Jason Gour,gollareva@example.org,+918135417145,Gurgaon,Manipur,312578,2026-07-28,social,Regular,True
CST0575,Xavier Ben,vihaansaxena@example.net,2358208869,Ambattur,Mizoram,175915,2025-10-15,email,Premium,True
CST0576,Reva Srinivasan,dalaja95@example.com,02848752164,Gulbarga,Bihar,124678,2024-09-05,organic,VIP,True
CST0577,Rushil Boase,ridhi30@example.org,+913967175667,Morena,Arunachal Pradesh,423128,2024-05-25,social,VIP,True
CST0578,Vrinda Chatterjee,anayhora@example.org,9313778029,Pudukkottai,Telangana,430343,2024-04-23,organic,VIP,True
CST0579,Idika Taneja,deepadugar@example.com,07088704321,Indore,Uttarakhand,562589,2024-08-30,email,Premium,True
CST0580,Wyatt Gour,thomasmagar@example.com,+915427807489,Belgaum,Punjab,172023,2026-07-21,email,VIP,True
CST0581,Yasti Subramanian,darpan74@example.net,09327776056,Rourkela,Jharkhand,833459,2024-08-13,referral,Regular,True
CST0582,Peter D’Alia,ekavirvarghese@example.com,1451107736,Singrauli,Jharkhand,121040,2024-06-15,referral,Regular,False
CST0583,Chasmum Basak,desaiisaiah@example.org,3408470148,Mau,Haryana,566576,2025-04-15,email,Premium,True
CST0584,Imaran Wadhwa,vidhinagar@example.com,4915888777,Guntakal,Goa,392627,2026-06-29,paid_search,Regular,True
CST0585,Girindra Sani,egill@example.net,0624373228,Saharsa,West Bengal,135113,2024-06-29,organic,Regular,True
CST0586,Upkaar Mann,nayakbahadurjit@example.org,3017214444,Kollam,Himachal Pradesh,379927,2023-10-15,social,VIP,True
CST0587,Dalaja Chawla,zayyanjaggi@example.com,+914856799230,Thane,Gujarat,379760,2024-01-09,paid_search,Premium,False
CST0588,Ikshita Raghavan,sahabimala@example.com,03197123755,Shahjahanpur,Jharkhand,521639,2025-06-06,referral,Premium,False
CST0589,Upma Gour,anushade@example.com,00199366835,Morena,Kerala,652086,2024-08-28,paid_search,Regular,True
CST0590,Baljiwan Som,victor02@example.com,6267971524,Mahbubnagar,Assam,760292,2024-03-04,email,Premium,False
CST0591,Aachal Bobal,virkneha@example.org,06339513020,Raebareli,Kerala,403315,2024-01-07,referral,VIP,False
CST0592,Zansi Parsa,jagvivig@example.org,+918003924575,Singrauli,Uttar Pradesh,771582,2024-09-26,referral,VIP,False
CST0593,Ekalinga Ghose,krishna57@example.com,1593091197,Bhilwara,West Bengal,277941,2025-06-22,social,Regular,False
CST0594,Qarin Majumdar,basakanamika@example.org,+913534698126,Chapra,Meghalaya,062525,2024-03-26,social,Regular,True
CST0595,Madhavi Natarajan,omajakari@example.com,1495393946,Latur,Sikkim,332751,2023-10-19,referral,VIP,True
CST0596,Ekani Parmar,indali67@example.net,+913609594732,Mau,Bihar,780046,2025-11-11,referral,Regular,True
CST0597,Raghav Shah,seshadrixavier@example.net,2826013969,Chapra,Tamil Nadu,099241,2026-07-29,social,Regular,True
CST0598,Darsh Sawhney,nilimauppal@example.org,3332763263,Jalgaon,Jharkhand,524814,2024-01-29,paid_search,Regular,True
CST0599,Unnati Bala,liam51@example.net,01815540848,Karaikudi,Bihar,484247,2025-06-18,social,Regular,True
CST0600,Chaitanya Bal,urishillarajan@example.org,00114525481,Agra,Tripura,706311,2024-09-07,social,Premium,True
CST0601,Suhani Pandit,aurorapanini@example.org,00622672569,Madhyamgram,Andhra Pradesh,829094,2023-11-18,paid_search,Regular,False
CST0602,Jason Nayar,zansi84@example.org,+918175451823,Ludhiana,Mizoram,777191,2024-11-19,referral,Premium,True
CST0603,Nitesh Dash,tanveer31@example.org,03693328596,Morena,Punjab,874237,2024-04-05,organic,Regular,True
CST0604,Upasna Badal,vrittigoswami@example.net,00488199485,Hajipur,Jharkhand,403553,2023-10-28,organic,VIP,True
CST0605,Jai Yohannan,sdayal@example.com,07150676040,Buxar,Telangana,181045,2024-10-25,email,Regular,True
CST0606,Dhruv Srinivasan,indira80@example.org,1767521431,Proddatur,Rajasthan,642847,2023-12-29,paid_search,Regular,True
CST0607,Lopa Bal,borahjhalak@example.com,07855752052,Raebareli,Uttar Pradesh,725003,2026-07-13,social,Regular,True
CST0608,Gagan Jain,aayush91@example.com,+913532408260,Sagar,Karnataka,463710,2025-09-17,organic,VIP,True
CST0609,Yashasvi Sekhon,qramachandran@example.com,03142958047,Kurnool,Haryana,568539,2026-07-29,organic,Premium,True
CST0610,Adya Bhandari,samijanaki@example.com,+913520027468,Pallavaram,Tripura,986399,2025-05-11,email,Premium,True
CST0611,Praneel Handa,tmitra@example.org,+917592121456,Jalandhar,Madhya Pradesh,619196,2024-06-08,organic,Premium,False
CST0612,Vasudha Hayre,upkaarnayar@example.net,+910389644106,Guna,Manipur,336488,2023-10-26,paid_search,Regular,True
CST0613,Yagnesh Bail,zsalvi@example.org,+919597265615,Jalna,Himachal Pradesh,823311,2023-12-14,email,Regular,True
CST0614,Luke Barad,agala@example.com,+910626107721,Agra,Sikkim,798365,2025-07-24,email,VIP,True
CST0615,Turvi Sahota,vanya72@example.com,8887499151,Visakhapatnam,Maharashtra,284384,2024-04-29,organic,Regular,True
CST0616,Udant Thaman,shroffaditya@example.org,00292800532,Faridabad,Telangana,227553,2026-04-24,organic,VIP,True
CST0617,Unni Natarajan,rdar@example.com,2477164038,Mehsana,Himachal Pradesh,240980,2026-07-11,referral,VIP,False
CST0618,Nihal Uppal,karasudiksha@example.org,09372790518,Gorakhpur,Haryana,196210,2025-05-20,organic,VIP,True
CST0619,Bina Sandal,qkade@example.net,+913574150681,Bhiwani,Himachal Pradesh,409435,2025-12-16,email,Regular,True
CST0620,Kritika Kapoor,abadal@example.net,02365437010,Darbhanga,West Bengal,152764,2024-02-20,referral,Regular,False
CST0621,Kevin Taneja,urvi89@example.net,7108532902,Rajahmundry,Himachal Pradesh,489838,2025-09-10,social,Premium,True
CST0622,Sathvik Dhaliwal,dhingraalka@example.net,04599882959,Mumbai,Nagaland,268502,2024-03-23,paid_search,Premium,True
CST0623,Gaurika Pradhan,wcherian@example.com,4870868403,Thrissur,Goa,894659,2025-03-19,organic,Premium,True
CST0624,Bina Natt,randhawabaljiwan@example.org,07132917402,Dharmavaram,Gujarat,408967,2026-02-12,organic,Regular,True
CST0625,Edhitha Sami,chameli29@example.org,2432977868,Meerut,Tamil Nadu,359534,2025-05-20,social,Regular,False
CST0626,Tarak Bhandari,nihalsarraf@example.org,+915555470013,Phagwara,Himachal Pradesh,092224,2025-01-21,social,VIP,True
CST0627,Ira Keer,aishanidutta@example.org,03911228655,Saharanpur,Andhra Pradesh,318920,2024-07-27,paid_search,Premium,True
CST0628,Joshua Nazareth,duttajack@example.com,+910301653238,Bhopal,Uttarakhand,559254,2026-02-21,organic,VIP,True
CST0629,Sarthak Sant,xkaul@example.net,7643816282,Kamarhati,Gujarat,298130,2025-10-01,paid_search,Regular,True
CST0630,Liam Mallick,fedwin@example.org,+912938137617,Howrah,Odisha,463356,2024-09-30,organic,VIP,True
CST0631,Gagan Mall,jonathan63@example.org,02786886485,Tiruvottiyur,Goa,933938,2024-02-04,email,Premium,True
CST0632,Xalak Seshadri,ekapad67@example.com,6486766635,Secunderabad,Assam,030898,2026-05-02,paid_search,Premium,True
CST0633,Timothy Banerjee,oliver99@example.net,2737792897,Gopalpur,Gujarat,238928,2024-06-08,referral,Regular,True
CST0634,Advay Chopra,orajagopal@example.net,5246824456,Srikakulam,West Bengal,126673,2025-05-02,referral,Premium,True
CST0635,Vivaan Bhatnagar,anamika80@example.com,03033392655,Vellore,Sikkim,063407,2024-12-01,referral,VIP,True
CST0636,Krisha Kaur,rastogijyoti@example.org,+915623629377,Panihati,Tripura,416810,2025-09-14,organic,VIP,True
CST0637,Onveer Bhatia,qkata@example.org,03283571138,Bettiah,Maharashtra,641291,2024-08-01,email,Regular,False
CST0638,Aarini Cheema,omkaar26@example.com,04819087470,Mumbai,Nagaland,531401,2025-12-07,organic,VIP,False
CST0639,Deepa Gaba,meerakurian@example.org,5699325047,Gulbarga,Gujarat,148371,2023-08-28,referral,Premium,False
CST0640,Upadhriti Khare,voraharini@example.org,08606563920,Amritsar,Arunachal Pradesh,072271,2024-06-02,social,VIP,False
CST0641,Advay Shetty,leenabarad@example.com,09848061234,Bhubaneswar,Tamil Nadu,870805,2024-02-27,organic,VIP,True
CST0642,Aayush Swaminathan,manyadyal@example.org,+915942788883,Deoghar,Sikkim,613817,2024-05-19,organic,Premium,True
CST0643,Michael Nagarajan,ryanmadan@example.net,8739675766,Barasat,Uttar Pradesh,363839,2024-08-31,social,Premium,True
CST0644,Neelima Dugar,ramabanjeet@example.com,02486975460,Ballia,Assam,365422,2023-09-11,email,Regular,False
CST0645,Kritika Sangha,pbora@example.org,05672530274,Ujjain,Mizoram,135351,2024-12-22,organic,VIP,True
CST0646,Arya Nadkarni,lsubramaniam@example.net,4430928067,Alappuzha,Odisha,381849,2026-05-02,paid_search,Premium,True
CST0647,Caleb Handa,anika15@example.net,7745193519,Bhusawal,Haryana,576946,2024-07-21,referral,Regular,True
CST0648,Kritika Kadakia,fsen@example.org,04382909773,Guwahati,Haryana,488604,2025-10-11,email,Regular,True
CST0649,Zayyan Ghose,swarrior@example.org,07936931180,Patiala,Bihar,581409,2023-09-21,organic,Premium,False
CST0650,Zansi Bhakta,dewanadvay@example.org,08700724558,New Delhi,Haryana,518812,2025-12-21,paid_search,VIP,True
CST0651,Anita Savant,abhimanyu74@example.net,+919168761072,Bidhannagar,Madhya Pradesh,100975,2025-09-16,organic,Regular,True
CST0652,Nicholas Wable,ladlilala@example.com,1844830593,Salem,Manipur,001543,2025-02-18,email,Regular,True
CST0653,Chandran Wali,jagdish22@example.net,08570592697,Jehanabad,Maharashtra,729951,2026-03-27,referral,Premium,True
CST0654,Nidhi Bobal,rcherian@example.org,02369179410,Dibrugarh,Andhra Pradesh,582485,2025-07-27,paid_search,Regular,False
CST0655,Nilima Kothari,qchoudhry@example.com,2189742307,Gwalior,West Bengal,688666,2024-08-11,social,Regular,True
CST0656,Brijesh Vora,kevinmitra@example.com,1998726756,Nangloi Jat,Telangana,169153,2026-01-31,referral,Premium,True
CST0657,Oliver Agate,jbaria@example.net,7787501720,Indore,Arunachal Pradesh,699858,2024-07-05,organic,Regular,True
CST0658,Balhaar Anand,chandranarunima@example.org,00536141906,Srinagar,Jharkhand,741712,2024-07-23,referral,Regular,True
CST0659,Teerth Dora,suhani78@example.com,+912432416214,Khandwa,Assam,118648,2025-12-28,paid_search,Premium,True
CST0660,Nicholas Bawa,ekiyadhingra@example.net,+917683489942,Mango,Haryana,853365,2024-02-28,referral,Premium,True
CST0661,Reyansh Natt,raghavanowen@example.org,+919790759860,Orai,Assam,967330,2025-06-21,organic,VIP,True
CST0662,Ekiya Master,samarthprashad@example.net,+917715177353,Guwahati,Meghalaya,531596,2023-11-18,email,VIP,True
CST0663,Praneel Murthy,ebhasin@example.com,09660342019,New Delhi,Goa,374211,2024-03-19,social,Premium,True
CST0664,Charan Ramakrishnan,peterarya@example.com,+913317519157,Siwan,Chhattisgarh,392272,2024-02-01,email,Regular,True
CST0665,Timothy Madan,farajgour@example.net,8370698877,Karimnagar,Sikkim,918932,2026-07-11,paid_search,Regular,False
CST0666,Ethan Bhatt,jaipai@example.org,+911298344443,Pallavaram,Telangana,680829,2026-04-10,paid_search,VIP,False
CST0667,Vanya Soman,gargwridesh@example.net,08312556489,Hyderabad,Tripura,361344,2023-09-08,email,Regular,True
CST0668,Nachiket Bhasin,bhattacharyyaaayush@example.net,00705737813,Gandhidham,Gujarat,083482,2024-02-18,paid_search,Premium,False
CST0669,Wyatt Sastry,kulkarnijai@example.com,08871327456,Loni,Gujarat,516940,2023-12-07,email,Regular,False
CST0670,Timothy Sane,upkaarjain@example.com,+918391074611,Purnia,Assam,519986,2026-03-15,social,Premium,True
CST0671,Chakradhar Ganguly,kala43@example.org,6456232261,Ujjain,Sikkim,984024,2025-11-14,social,Premium,True
CST0672,Andrew Bains,bhagatyash@example.com,+918521330688,Suryapet,Meghalaya,474268,2025-08-05,paid_search,Regular,False
CST0673,Vedika Walia,revabali@example.org,+913110608760,Bhind,Sikkim,881997,2026-05-26,organic,Regular,True
CST0674,Hema Barad,netra09@example.net,06148983975,Siwan,Nagaland,209988,2024-08-22,paid_search,Premium,False
CST0675,Aachal Mand,diptanarayan@example.org,+915111789721,Chapra,Uttar Pradesh,234989,2024-02-05,organic,Regular,True
CST0676,Girik Ahluwalia,kaurryan@example.net,03340637015,Machilipatnam,West Bengal,963380,2024-02-15,referral,VIP,True
CST0677,Om Gola,falgunikohli@example.com,3148167965,Bettiah,Himachal Pradesh,526326,2025-10-23,organic,VIP,True
CST0678,Anirudh Magar,pradhanarya@example.org,+913112621485,Haridwar,Maharashtra,665145,2025-10-05,social,Premium,True
CST0679,Raghav Pathak,prabhakarayushman@example.org,00281326293,Karawal Nagar,Himachal Pradesh,753136,2026-04-05,email,Regular,False
CST0680,Warhi Dalal,ekanta56@example.net,+915229545103,Gurgaon,Manipur,739397,2025-06-21,referral,VIP,True
CST0681,Dhriti Mistry,sarnaatharv@example.com,04420401258,Rewa,Chhattisgarh,716496,2026-07-04,social,Regular,True
CST0682,Lajita Date,somzayyan@example.org,03063098869,Bhiwani,Arunachal Pradesh,204678,2026-06-11,social,VIP,False
CST0683,Onveer Ben,talwaramrita@example.com,7369614149,Mathura,Meghalaya,648062,2024-11-21,referral,Premium,True
CST0684,Daksh Varughese,jayaramanfitan@example.com,02476545866,Sangli-Miraj & Kupwad,Mizoram,115157,2025-05-26,email,VIP,True
CST0685,Jonathan Bhatt,chandreshde@example.org,00099885099,Naihati,Maharashtra,590023,2025-05-31,social,Regular,False
CST0686,Aishani Dar,bosesara@example.net,6805756899,Miryalaguda,Jharkhand,850329,2025-07-27,referral,VIP,True
CST0687,Vrinda Varghese,salvivritti@example.net,1301919162,Pondicherry,Himachal Pradesh,469043,2026-08-15,social,VIP,True
CST0688,Wriddhish Sengupta,zachariahjairaj@example.com,08981834054,Raebareli,Rajasthan,704244,2023-12-27,referral,Premium,True
CST0689,Lopa Hora,kabirkarpe@example.com,03066683084,Raipur,Jharkhand,790228,2026-04-20,social,Regular,True
CST0690,Yagnesh Bhagat,sachdevazansi@example.net,+919776724702,Rewa,Rajasthan,304317,2026-03-13,paid_search,Regular,False
CST0691,Dalaja Thakur,azadbrar@example.net,05944736529,Bhagalpur,Haryana,218477,2024-10-06,paid_search,Premium,True
CST0692,Dayita Dada,masonvala@example.net,09684647894,Anand,Maharashtra,080746,2025-07-14,paid_search,Regular,True
CST0693,Omisha Sha,manderwilliam@example.com,5438744592,Karawal Nagar,Punjab,654826,2024-04-08,social,VIP,True
CST0694,Reva Dora,nilima95@example.com,+916597643093,Gorakhpur,Manipur,954603,2024-02-14,social,VIP,True
CST0695,Chatresh Chander,daliafaqid@example.net,+916348919616,Chandigarh,Odisha,191057,2025-11-20,social,VIP,True
CST0696,Sathvik Agarwal,nathanielseth@example.net,05717299403,Bulandshahr,Haryana,124288,2025-02-25,organic,VIP,True
CST0697,Aarnav Balay,bhavika25@example.org,7920362616,Jhansi,Himachal Pradesh,197831,2025-01-03,email,VIP,False
CST0698,Samaksh Ratti,mohinitara@example.com,+919129191046,Tirupati,Manipur,937820,2025-04-24,organic,Premium,True
CST0699,Faras Mukherjee,ranveer04@example.net,3885070616,Gandhinagar,Uttar Pradesh,946244,2026-02-06,organic,VIP,True
CST0700,Mahika Peri,pwalla@example.net,03183323990,Erode,Uttar Pradesh,239368,2025-02-06,referral,Regular,True
CST0701,Eesha Sarraf,epathak@example.net,7613113456,Giridih,Gujarat,509036,2025-10-26,organic,Regular,True
CST0702,Brinda Sarma,unnati18@example.org,1552695270,Mathura,Gujarat,369873,2025-12-07,social,Premium,True
CST0703,Sathvik Dave,rachita17@example.net,2666699511,Meerut,Uttar Pradesh,604562,2024-11-01,referral,Premium,True
CST0704,Jonathan Sami,narangneha@example.net,+911545702601,Dharmavaram,Meghalaya,134912,2024-05-11,referral,Regular,True
CST0705,Chatura Padmanabhan,narangsathvik@example.org,+917221084849,Kollam,Tamil Nadu,664892,2026-01-29,referral,VIP,True
CST0706,Udarsh Pant,akala@example.net,5928713972,Sagar,Arunachal Pradesh,395909,2025-12-21,referral,Regular,False
CST0707,Damyanti Kadakia,magarvrinda@example.com,1668724159,Tenali,Kerala,931203,2023-12-20,organic,Premium,True
CST0708,Advaith Arora,hamsini94@example.net,04849039186,Latur,Tamil Nadu,277737,2026-06-15,email,Regular,True
CST0709,Tanveer Saran,jairajrajan@example.org,2690893051,Fatehpur,Rajasthan,107931,2024-05-22,referral,Premium,False
CST0710,Nihal Sahota,chaitanyaaurora@example.org,7384889157,Purnia,Arunachal Pradesh,030820,2026-03-18,email,Premium,True
CST0711,Anmol Hari,obalan@example.net,03351780876,Miryalaguda,Himachal Pradesh,432255,2024-04-18,paid_search,Premium,True
CST0712,Robert Halder,zansitara@example.com,1097146675,Guntur,Uttar Pradesh,728017,2024-11-02,organic,Regular,False
CST0713,Qushi Soman,masterekani@example.net,1112800491,Sangli-Miraj & Kupwad,Manipur,677511,2024-06-27,referral,Premium,False
CST0714,Hamsini Rajan,janujadate@example.net,00795206063,Bhiwandi,Haryana,778908,2024-09-14,email,Regular,False
CST0715,Vasudha Jani,cmorar@example.org,2328029605,Ranchi,Odisha,143008,2024-07-26,organic,Premium,True
CST0716,Caleb Chada,sara79@example.org,7312356979,Bhimavaram,Manipur,261112,2025-09-13,referral,Premium,True
CST0717,Jyoti Kant,nayakprisha@example.com,9116168312,Bhind,Tamil Nadu,419858,2025-06-30,social,Regular,True
CST0718,Anita Som,hpalla@example.com,+910056354009,Panihati,Bihar,433856,2024-09-21,paid_search,Premium,True
CST0719,Chaman Nanda,triveni62@example.org,00404888458,Ambarnath,Kerala,171371,2026-04-13,social,Regular,True
CST0720,Wakeeta Sagar,miteshraman@example.net,+915733375554,Nanded,Meghalaya,227218,2026-01-25,referral,Premium,True
CST0721,Chaitanya Kurian,abeerchaudhuri@example.org,+915873394185,Bhilwara,Nagaland,152087,2023-10-14,paid_search,VIP,True
CST0722,Yamini Thakkar,deshpandeabha@example.org,05550038029,Bhilai,Madhya Pradesh,041296,2025-10-22,referral,Regular,True
CST0723,Logan Thaman,khatriluke@example.net,+910057345554,Bihar Sharif,Uttar Pradesh,029722,2023-10-13,paid_search,VIP,True
CST0724,Finn Keer,asheth@example.net,02304798238,Kozhikode,Tripura,745840,2025-09-08,referral,Regular,True
CST0725,Pranit Bail,sachi30@example.com,+918637910108,Bilaspur,Nagaland,180223,2025-06-07,email,Regular,False
CST0726,Nidra Mander,dkunda@example.org,00288027368,Tirunelveli,Tamil Nadu,008299,2023-11-28,social,Premium,False
CST0727,Max Bakshi,badalhredhaan@example.com,1672077649,Noida,Maharashtra,375691,2025-11-20,organic,VIP,True
CST0728,Ryan Lad,rayaannaik@example.net,6572800677,Rampur,Maharashtra,105753,2026-04-16,paid_search,VIP,True
CST0729,Hritik Mani,devikabains@example.com,+919169561371,Malegaon,Haryana,305421,2026-04-06,referral,Regular,False
CST0730,Jack Balasubramanian,mohammed78@example.com,03715052640,Alappuzha,West Bengal,590348,2024-07-27,referral,Premium,True
CST0731,Ikshita Grewal,manthandeol@example.org,8373440781,Mira-Bhayandar,Nagaland,022842,2025-08-04,organic,Premium,False
CST0732,Lipika Ramachandran,mitterudarsh@example.com,3554035179,Kirari Suleman Nagar,Bihar,103246,2024-01-05,email,Regular,False
CST0733,Sara Sibal,lopa86@example.net,08973908515,Durg,Tamil Nadu,031831,2026-03-14,social,VIP,True
CST0734,Qarin Bawa,neelbalasubramanian@example.com,07600480160,Hajipur,Himachal Pradesh,649799,2025-07-22,referral,Regular,True
CST0735,Bishakha Toor,laban71@example.net,+915353347163,Farrukhabad,Assam,277008,2025-02-23,paid_search,VIP,False
CST0736,Ekansh Palla,vohrarachita@example.com,+914392924575,Hospet,Kerala,039745,2025-10-22,organic,Premium,False
CST0737,Vinaya Atwal,kotharifrado@example.com,09957983627,Hindupur,Tamil Nadu,597708,2025-09-05,paid_search,VIP,True
CST0738,Xiti Saha,banjeetborde@example.org,1609647481,Malegaon,Gujarat,156324,2026-08-12,referral,Premium,True
CST0739,Sudiksha Keer,ati95@example.com,+911404059096,Gangtok,Bihar,981149,2026-02-08,organic,VIP,True
CST0740,Mekhala Kothari,warhikunda@example.org,04185159673,Dhule,Punjab,780730,2025-01-17,organic,Premium,False
CST0741,Kavya Mandal,dchoudhry@example.org,+918346241499,Muzaffarnagar,Jharkhand,164037,2023-10-08,organic,Premium,False
CST0742,Krisha Sachdev,harsh62@example.org,02726096399,Kumbakonam,Tripura,139292,2025-05-22,social,Regular,False
CST0743,Chandresh Lalla,nihalcomar@example.net,2994946591,Katihar,Punjab,874228,2025-04-07,referral,Premium,True
CST0744,Samar Mander,vamakshisani@example.org,03381608233,Amroha,Karnataka,843207,2026-05-05,social,VIP,True
CST0745,Upkaar Rao,diptapatla@example.net,5806506862,Panipat,Uttarakhand,194085,2023-09-13,referral,VIP,True
CST0746,Atharv Vyas,zaitradhingra@example.net,01280490590,Hindupur,Tripura,619716,2025-12-03,social,Premium,True
CST0747,Aahana Bansal,ymishra@example.org,+919759346196,Phagwara,Nagaland,059792,2026-06-09,organic,Premium,True
CST0748,Oeshi Kapur,netra33@example.net,+919638453785,Amravati,Uttar Pradesh,910631,2026-02-12,email,VIP,False
CST0749,Chanchal Baral,darvaishnavi@example.net,07666700806,Bathinda,Telangana,074393,2026-02-17,paid_search,VIP,True
CST0750,Timothy Dalal,vihaanmisra@example.org,4793766922,Gaya,Gujarat,857373,2025-06-05,referral,Premium,False
CST0751,Bhanumati Tata,kdhaliwal@example.com,5338920913,Jamnagar,Manipur,966017,2026-01-29,referral,Regular,False
CST0752,Arunima Varma,vasana83@example.org,+916602565189,Bongaigaon,Uttar Pradesh,799140,2024-05-25,referral,VIP,True
CST0753,Aarna Narula,samuel12@example.net,06478294260,Amravati,Sikkim,888162,2024-09-18,email,Premium,True
CST0754,Frederick Borde,sacharbhavika@example.com,+911555689595,Chapra,Rajasthan,754770,2024-01-31,paid_search,Premium,False
CST0755,Anmol Dhingra,xtailor@example.net,+914462356221,Navi Mumbai,Meghalaya,703260,2025-12-24,referral,Premium,True
CST0756,Harita Shah,bansalowen@example.net,02198136648,Ranchi,Sikkim,568725,2025-10-16,email,Regular,True
CST0757,Aarna Bail,ebobal@example.com,07697344482,Sirsa,Andhra Pradesh,349719,2025-09-01,organic,VIP,True
CST0758,Turvi Krishnamurthy,pranganathan@example.org,01395447779,Dibrugarh,Haryana,228466,2024-08-31,email,VIP,True
CST0759,Omisha Sahni,ektaratti@example.net,00827924886,Avadi,Gujarat,646007,2024-08-27,referral,Regular,True
CST0760,Azaan Chowdhury,samaksh13@example.org,+913527266511,Chinsurah,Kerala,336887,2024-03-05,referral,Regular,True
CST0761,Naksh Nagar,oshachatterjee@example.net,+913678201999,Tiruchirappalli,Himachal Pradesh,996961,2024-05-08,social,Premium,True
CST0762,Isha Vaidya,girik34@example.org,+914551056964,Bhatpara,Himachal Pradesh,992506,2026-02-14,email,VIP,True
CST0763,Teerth Ranganathan,kandabhavini@example.net,6651518678,Durg,Sikkim,989391,2024-07-31,referral,Premium,True
CST0764,Ladli Dugar,bakhshijayaraman@example.org,+914074307794,Kadapa,Chhattisgarh,498884,2024-08-12,paid_search,Regular,True
CST0765,Xalak Sant,bariaedhitha@example.org,2544209917,Bhilai,Sikkim,060070,2024-02-17,paid_search,VIP,True
CST0766,Panini Kala,sai88@example.com,9842561283,Orai,Meghalaya,090659,2025-04-26,referral,VIP,True
CST0767,Advay Deshmukh,svaidya@example.org,+913921101991,Amritsar,Telangana,162161,2024-11-08,email,Regular,False
CST0768,Frado Srinivasan,upadhritiravel@example.com,5102241827,Mumbai,Manipur,111564,2024-01-31,referral,VIP,True
CST0769,Arin Kamdar,vedhika71@example.org,02677781414,Chennai,Manipur,876120,2025-08-08,social,VIP,False
CST0770,Deepa Shroff,watika97@example.com,6847122770,Thiruvananthapuram,Kerala,257875,2025-04-21,organic,Regular,True
CST0771,Rajeshri Parmar,nnigam@example.org,+914253819540,Shimla,Jharkhand,194926,2025-04-27,organic,Regular,False
CST0772,Viraj Sem,cgolla@example.net,+913020901518,Shimoga,Arunachal Pradesh,534207,2026-08-03,paid_search,VIP,False
CST0773,Anika Nanda,qmanne@example.net,2138977728,Kochi,Uttarakhand,024511,2025-09-11,organic,Premium,True
CST0774,Umang Bhatt,sandalsanaya@example.org,7714501153,Mathura,Himachal Pradesh,011458,2024-09-03,organic,Regular,True
CST0775,Netra Narayan,fitan07@example.net,07528504205,Shimla,Andhra Pradesh,133292,2023-11-15,email,VIP,True
CST0776,Jairaj Reddy,nishabalan@example.com,+911087870156,Jehanabad,Sikkim,497286,2025-11-05,email,Regular,True
CST0777,Ryan Golla,fpal@example.org,+915799343060,Machilipatnam,Sikkim,815308,2024-04-14,referral,Regular,False
CST0778,Jyoti Dua,balendra78@example.com,05166240653,Tinsukia,Odisha,660755,2026-01-30,paid_search,Premium,False
CST0779,Brijesh Manda,ladli93@example.com,+919084680011,Kavali,Kerala,238210,2025-01-08,email,VIP,False
CST0780,Advik Subramanian,nsom@example.org,1610448069,Jabalpur,Arunachal Pradesh,320279,2023-12-19,paid_search,Premium,True
CST0781,George Buch,vedhikamodi@example.net,06693639315,Thiruvananthapuram,Punjab,432583,2025-02-25,social,Regular,True
CST0782,Nandini Garg,niharikasrinivas@example.com,+912764999595,Kulti,Mizoram,654743,2026-07-29,email,Regular,True
CST0783,Yagnesh Singhal,zehaan60@example.org,+913015843095,Bokaro,Himachal Pradesh,678956,2024-04-12,email,Premium,True
CST0784,Siddharth Bhatnagar,varugheseoscar@example.org,06002566706,Kharagpur,Assam,960896,2024-05-17,organic,Regular,False
CST0785,Nirja Chahal,sridhareesha@example.net,7054476676,Jamshedpur,Andhra Pradesh,524822,2025-10-11,organic,VIP,True
CST0786,Varenya Vala,hsampath@example.net,4074528294,Sambalpur,Karnataka,019561,2025-02-18,social,VIP,False
CST0787,Logan Hans,zdutt@example.org,04014618744,Hyderabad,Punjab,681354,2024-01-06,paid_search,VIP,True
CST0788,Janani Sehgal,schaudhry@example.com,09857833299,Srinagar,Punjab,569988,2024-04-20,referral,VIP,False
CST0789,Oni Chaudhuri,magarqushi@example.net,4313805311,Hajipur,Uttar Pradesh,987886,2025-04-12,social,Regular,False
CST0790,Jeremiah Choudhry,kai08@example.com,+911387310189,Chandrapur,Telangana,527121,2025-06-28,email,Regular,False
CST0791,Tanvi Sandal,pgrewal@example.com,06754456661,Kottayam,Manipur,391400,2026-03-03,organic,VIP,True
CST0792,Abeer Das,idubey@example.net,+919628611103,Hajipur,Uttar Pradesh,807532,2026-07-27,referral,Regular,False
CST0793,Daksha Guha,imaranpatla@example.com,01516436895,Arrah,Sikkim,984086,2024-10-18,social,Premium,True
CST0794,Daksha Natarajan,vyashardik@example.com,+918368585621,Vijayanagaram,Telangana,206546,2024-12-05,paid_search,VIP,True
CST0795,Priya Uppal,perivedant@example.com,+917133166309,Shivpuri,Andhra Pradesh,487864,2023-09-30,email,Regular,True
CST0796,Mitesh Buch,rajatatandon@example.net,8036313337,Phusro,Arunachal Pradesh,356313,2026-01-04,social,VIP,True
CST0797,Aahana Soman,mammenaadi@example.com,+912184837545,Katni,Mizoram,579941,2024-11-08,social,Regular,True
